Suburb_0	Suburb_1	Suburb_2	Suburb_3	Suburb_4	Suburb_5	Suburb_6	Suburb_7	Suburb_8	Bedrooms	Bathrooms	CarSpots	LandSize	BuildingArea	YearBuilt	CouncilArea_0	CouncilArea_1	CouncilArea_2	CouncilArea_3	CouncilArea_4	CouncilArea_5	Latitude	Longitude	Season	LogDistance	SqrtPropertyCount	Type_t	Type_u	Method_S	Method_SA	Method_SP	Method_VB	RegionName_Eastern Victoria	RegionName_Northern Metropolitan	RegionName_Northern Victoria	RegionName_South-Eastern Metropolitan	RegionName_Southern Metropolitan	RegionName_Western Metropolitan	RegionName_Western Victoria
0	0	0	0	0	1	1	1	0	1.0	1.0	1.0	0.0	51.0	1970.0	0	0	0	0	1	1	-37.7776	144.9633	4	1.824549292051046	109.16959283610066	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	1	1.0	1.0	1.0	0.0	62.0	1976.0	0	0	0	0	1	1	-37.7463	144.9635	3	2.174751721484161	105.84894897919393	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	1	0	1.0	1.0	1.0	0.0	99.0	1976.0	0	0	0	0	0	1	-37.8067	144.8678	4	2.2192034840549946	71.11961754677819	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	1	1	1	1.0	1.0	1.0	0.0	44.0	1976.0	0	0	0	1	1	1	-37.7581	144.9944	2	2.0149030205422647	94.18067742376883	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1.0	1.0	1.0	44.0	35.0	1976.0	0	0	0	1	0	0	-37.79501	144.8262	2	2.4423470353692043	61.27805479941412	0	1	0	0	1	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	0	1	1.0	1.0	1.0	0.0	78.0	1976.0	0	0	1	0	1	0	-37.8421	145.0104	2	1.7227665977411035	84.95292814258964	0	1	0	1	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	1	0	1.0	1.0	1.0	49.0	49.0	1970.0	0	0	0	0	1	1	-37.7152	144.9402	3	2.388762789235098	86.51589449343976	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	1	1	1.0	1.0	1.0	0.0	79.0	1970.0	0	0	1	0	0	0	-37.7854	144.9326	2	1.6863989535702288	59.941638282582836	0	0	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	1	0	1	0	0	1.0	1.0	1.0	631.0	34.0	1965.0	0	0	0	1	1	1	-37.74495	144.99322	3	2.2407096892759584	120.73524754602526	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	0	1	1.0	1.0	1.0	0.0	125.0	1970.0	0	0	1	0	0	0	-37.7523	144.9221	2	2.1972245773362196	96.24967532412772	0	1	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	1	0	1	1	0	2.0	1.0	1.0	0.0	61.0	1970.0	0	0	0	0	1	1	-37.711	144.9178	4	2.6390573296152584	94.18067742376883	0	1	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	1	1	1.0	1.0	1.0	0.0	36.0	1960.0	0	0	0	0	1	0	-37.9028	145.0475	2	2.5494451709255714	59.81638571495272	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	34.0	1960.0	0	0	0	0	1	0	-37.8982	145.0625	4	2.517696472610991	88.4420714366189	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	0	1	1.0	1.0	1.0	0.0	45.0	1970.0	0	0	0	0	1	1	-37.7586	144.9433	1	1.9315214116032138	84.15461959987698	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	65.0	1970.0	0	0	0	0	1	0	-37.8875	145.0599	2	2.517696472610991	88.4420714366189	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	1	0	1.0	1.0	1.0	0.0	37.0	1966.0	0	0	0	0	1	0	-37.8944	145.0733	2	2.5726122302071057	66.64833081180653	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	1	0	1.0	1.0	1.0	995.0	35.0	1970.0	0	0	0	0	1	1	-37.7237	144.92231999999996	4	2.2512917986064953	86.51589449343976	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	1	0	1.0	1.0	1.0	0.0	35.0	1970.0	0	0	0	0	1	1	-37.7237	144.92231999999996	4	2.2512917986064953	86.51589449343976	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	1	1	1.0	1.0	1.0	0.0	45.0	1975.0	0	0	0	0	1	0	-37.9018	145.0454	4	2.5494451709255714	59.81638571495272	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	1	1	1	1.0	1.0	1.0	0.0	93.0	1970.0	0	0	0	0	1	0	-37.9038	145.0454	2	2.5494451709255714	59.81638571495272	0	1	0	0	1	0	0	0	0	0	1	0	0
0	0	0	0	0	1	1	1	1	1.0	1.0	1.0	0.0	50.0	1970.0	0	0	0	1	1	1	-37.7574	144.9907	4	2.0149030205422647	94.18067742376883	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	1	1	0	1	1	1.0	1.0	1.0	0.0	38.0	1950.0	0	0	1	0	1	0	-37.8574	145.04795	3	2.1162555148025524	102.03920815059278	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	33.0	1968.0	0	0	0	0	1	0	-37.8983	145.0627	3	2.517696472610991	88.4420714366189	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	0	0	1	0	1	0	1.0	1.0	1.0	141.0	80.0	2000.0	0	0	0	1	1	1	-37.7025	144.9887	3	2.501435951739211	147.13938969562162	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	1	0	0	1.0	1.0	1.0	1162.0	44.0	1965.0	0	0	0	0	1	0	-37.8911	145.0451	2	2.4336133554004498	49.02040391510457	0	1	0	0	1	0	0	0	0	0	1	0	0
0	0	0	0	1	1	1	0	1	1.0	1.0	1.0	0.0	135.0	1965.0	0	0	1	0	0	0	-37.7428	144.9086	4	2.341805806147327	36.16628264005025	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	0	0	2.0	1.0	1.0	79.0	68.0	1965.0	0	0	0	1	0	0	-37.7952	144.8262	1	2.6100697927420065	61.27805479941412	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	1	1	0	2.0	1.0	0.0	0.0	79.0	1960.0	0	0	0	1	1	0	-37.8437	144.9852	2	1.4586150226995167	122.01229446248439	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	1	0	1.0	1.0	1.0	0.0	115.0	1960.0	0	0	0	0	1	0	-37.8867	145.0699	2	2.5726122302071057	66.64833081180653	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	1	1	0	2.0	1.0	1.0	0.0	99.0	1960.0	0	0	0	0	0	1	-37.796	144.8634	4	2.2192034840549946	71.11961754677819	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	0	1	1.0	1.0	1.0	41.0	86.0	1975.0	0	0	0	0	1	1	-37.75953	144.94093999999996	2	1.824549292051046	84.15461959987698	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	1	1	1.0	1.0	1.0	0.0	41.0	1970.0	0	0	1	0	0	0	-37.758	144.9237	4	2.066862759472976	78.9430174239622	0	1	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	1	1	0	0	1	1.0	1.0	1.0	0.0	42.0	2000.0	0	0	0	0	1	1	-37.7586	144.9452	3	1.9315214116032138	84.15461959987698	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	1	1	1	2.0	1.0	1.0	0.0	77.0	1968.0	0	0	1	0	1	1	-38.13275	145.13099	3	3.6635616461296463	130.5947931580735	0	1	1	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	1	0	2.0	1.0	1.0	1059.0	65.0	1970.0	0	0	0	0	0	1	-37.8062	144.8665	2	2.2192034840549946	71.11961754677819	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	1	0	1.0	1.0	1.0	0.0	60.0	1980.0	0	0	0	1	1	1	-37.71408	145.00441	2	2.5649493574615367	147.13938969562162	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	42.0	1968.0	0	0	0	0	1	0	-37.886	145.0659	3	2.517696472610991	88.4420714366189	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	1	2.0	1.0	1.0	0.0	80.0	1968.0	0	0	0	0	0	1	-37.78895	144.89014	1	1.8082887711792655	87.00574693662483	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	1	1	1	1.0	1.0	1.0	0.0	33.0	1970.0	0	0	0	1	1	1	-37.7581	144.9944	3	2.0149030205422647	94.18067742376883	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	1	1	2.0	1.0	1.0	0.0	36.0	1970.0	0	0	0	0	0	1	-37.8096	144.874	2	2.174751721484161	42.5205832509386	0	1	0	0	0	1	0	0	0	0	0	1	0
0	0	0	1	0	0	0	0	0	2.0	1.0	1.0	0.0	60.0	2004.0	0	0	1	1	0	0	-37.8231	144.9906	3	1.2809338454620642	122.266103233889	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	1	0	2.0	1.0	1.0	155.0	155.0	2000.0	0	0	0	0	1	1	-37.6972	144.9239	3	2.6390573296152584	94.18067742376883	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	1	0	2.0	1.0	1.0	0.0	69.0	2000.0	0	0	0	1	1	1	-37.7304	145.0158	3	2.501435951739211	147.13938969562162	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	1	1	1	0	1.0	1.0	1.0	0.0	40.0	1970.0	0	0	0	0	1	1	-37.762	144.9647	2	1.824549292051046	109.16959283610066	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1.0	1.0	0.0	0.0	52.0	2000.0	0	0	0	1	1	0	-37.8199	144.9558	2	1.33500106673234	132.2724461102916	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1.0	1.0	1.0	0.0	77.0	1970.0	0	0	0	0	0	1	-37.8053	144.9029	3	2.0014800002101243	87.00574693662483	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	1	0	1	1.0	1.0	0.0	479.0	30.0	1970.0	0	0	0	1	0	1	-37.8292	145.0322	2	1.7227665977411035	106.33908030446756	0	1	0	0	1	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	1	1.0	1.0	1.0	0.0	44.0	1970.0	0	0	1	1	0	1	-37.8564	145.0016	3	1.8082887711792655	66.18156843109719	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	1	0	0	0	1	0	1.0	1.0	1.0	0.0	44.0	1960.0	0	0	0	0	1	0	-37.8961	145.0132	1	2.33214389523559	71.07038764492565	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	1	1	1	1	1.0	1.0	1.0	0.0	40.0	1960.0	0	0	0	1	1	1	-37.7542	145.0098	4	2.0149030205422647	94.18067742376883	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	1	1	0	1.0	1.0	1.0	0.0	51.0	1970.0	0	0	0	0	1	1	-37.7597	144.9548	4	1.824549292051046	109.16959283610066	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	0	1	1.0	1.0	1.0	0.0	49.0	1960.0	0	0	1	0	0	0	-37.7475	144.9194	2	2.1972245773362196	96.24967532412772	0	1	0	0	1	0	0	0	0	0	0	1	0
0	0	0	0	1	1	1	1	0	1.0	1.0	0.0	0.0	35.0	1910.0	0	0	1	0	1	0	-37.8423	144.997	1	1.4586150226995167	122.01229446248439	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	1	1	1.0	1.0	1.0	0.0	69.0	1910.0	0	0	1	1	0	1	-37.8733	144.997	3	2.028148247292285	54.3323108288245	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	1	0	0	1	0	0	1.0	1.0	1.0	0.0	38.0	1975.0	0	0	1	0	1	0	-37.8619	145.0185	4	1.9878743481543455	69.54135460285484	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	1	0	1	1.0	1.0	1.0	0.0	78.0	1970.0	0	0	0	1	1	1	-37.7827	145.0113	2	1.8718021769015913	106.60206376989143	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	1	0	0	1	1	0	2.0	1.0	1.0	197.0	132.0	1970.0	0	0	1	1	1	0	-37.6859	144.9164	2	2.740840023925201	29.171904291629644	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	0	1	1.0	1.0	1.0	28.0	26.0	1970.0	0	0	1	0	0	0	-37.75209	144.92255	2	2.1400661634962708	96.24967532412772	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	1	1	1	1.0	1.0	1.0	0.0	38.0	1970.0	0	0	1	0	0	0	-37.75875	144.9027	3	2.1400661634962708	39.28103868280471	0	1	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	1	0	1	1	1	1.0	1.0	1.0	821.0	33.0	1975.0	0	0	0	0	1	0	-37.90296	145.04637	1	2.517696472610991	59.81638571495272	0	1	0	0	1	0	0	0	0	0	1	0	0
0	0	0	0	0	0	1	1	0	1.0	1.0	1.0	45.0	35.0	1970.0	0	0	0	0	0	1	-37.80728	144.86702	3	2.0014800002101243	71.11961754677819	0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	1	0	0	1	1	1.0	1.0	1.0	0.0	59.0	1970.0	0	0	1	0	0	0	-37.7839	144.9347	2	1.6863989535702288	59.941638282582836	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	1	0	1	0	0	0	1.0	1.0	2.0	0.0	45.0	2009.0	0	0	0	1	0	0	-37.7913	144.7889	4	2.6741486494265287	82.23746105030237	0	0	0	0	1	0	0	0	0	0	0	1	0
0	0	0	1	0	1	0	0	1	2.0	1.0	1.0	180.0	132.0	1990.0	0	0	1	1	1	1	-37.70411	144.57159	3	3.427514689979529	68.68769904429759	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	1	2.0	1.0	1.0	0.0	65.0	1980.0	0	0	0	0	0	1	-37.7891	144.8912	4	2.0014800002101243	87.00574693662483	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	1	0	1	0	3.0	1.0	0.0	362.0	19.0	1976.0	0	0	1	1	1	1	-37.68755	144.56887	3	3.487375077903208	60.0	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	73.0	1976.0	0	0	0	0	1	0	-37.8875	145.0489	3	2.517696472610991	88.4420714366189	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	1	0	1	1	3.0	1.0	2.0	612.0	101.0	1976.0	0	1	0	0	0	0	-37.67344	144.43181	3	3.6506582412937387	53.58171329847526	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	0	1	0	1	1	0	0	1.0	1.0	1.0	0.0	47.0	1976.0	0	1	0	0	0	1	-37.8571	144.8841	4	2.2925347571405443	28.319604517012593	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	0	1	1.0	1.0	1.0	0.0	45.0	1970.0	0	0	0	0	1	1	-37.7675	144.939	3	1.9315214116032138	84.15461959987698	0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	1	1	1.0	1.0	1.0	114.0	42.2	1970.0	0	0	1	0	0	0	-37.76911	144.92472	2	1.9740810260220096	78.9430174239622	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	314.0	45.0	1960.0	0	0	0	0	1	0	-37.90321	145.0555	3	2.4069451083182885	88.4420714366189	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	1	1	0	1.0	1.0	1.0	628.0	44.0	1970.0	0	0	0	0	0	1	-37.7993	144.8794	1	2.2192034840549946	71.11961754677819	0	1	0	0	1	0	0	0	0	0	0	1	0
0	0	0	1	0	1	1	0	1	1.0	1.0	1.0	69.0	72.3	1960.0	0	0	0	0	1	1	-37.7192	144.9654	4	2.5952547069568657	71.20393247567159	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	1	1	1	0	1.0	1.0	1.0	774.0	46.0	1970.0	0	1	0	0	1	0	-37.8241	145.1262	4	2.6461747973841225	67.86015030929418	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	1	1	1.0	1.0	1.0	0.0	75.0	1970.0	0	0	0	0	1	0	-37.9032	145.0455	2	2.5494451709255714	59.81638571495272	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	1	0	1	1	1	1	1.0	1.0	1.0	0.0	35.0	1960.0	0	1	0	0	1	1	-37.9041	144.9993	3	2.4423470353692043	102.85426583277915	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	1	0	0	0	0	1.0	1.0	0.0	197.0	41.0	2012.0	0	0	0	0	1	1	-37.77165	144.97187	3	1.6094379124341003	74.38413809408563	0	1	0	0	0	1	0	1	0	0	0	0	0
0	0	0	1	0	0	0	1	1	1.0	1.0	1.0	880.0	49.0	2012.0	0	0	1	1	0	1	-37.86752	144.99668	1	2.0014800002101243	54.3323108288245	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	1	0	1.0	1.0	1.0	0.0	33.0	1970.0	0	0	0	0	1	0	-37.8943	145.0145	4	2.33214389523559	71.07038764492565	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	1	1	0	0	0	1	1.0	1.0	1.0	952.0	43.0	1970.0	0	0	0	0	1	0	-37.8744	145.0371	4	2.2082744135228043	83.20456718233682	0	1	0	0	0	1	0	0	0	0	1	0	0
0	0	0	0	1	1	0	1	0	1.0	1.0	1.0	0.0	66.32	1970.0	0	0	0	0	1	0	-37.8956	145.0705	4	2.5726122302071057	66.64833081180653	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	0	0	1.0	1.0	1.0	0.0	50.0	1960.0	0	0	0	0	1	0	-37.8858	145.0632	2	2.517696472610991	88.4420714366189	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	1	0	1	1	1.0	1.0	1.0	1097.0	38.0	1982.0	0	0	1	0	1	0	-37.8576	145.0452	4	2.322387720290225	102.03920815059278	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	1	0	0	1	0	2.0	1.0	1.0	161.0	82.0	1982.0	0	1	0	1	0	0	-37.64888	145.02313	3	3.0252910757955354	104.52750834110607	0	1	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1.0	1.0	1.0	665.0	46.0	1970.0	0	0	0	0	0	1	-37.7978	144.8918	3	2.0014800002101243	87.00574693662483	0	1	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	1	0	1.0	1.0	1.0	0.0	44.0	1970.0	0	0	0	0	1	0	-37.8979	145.0652	2	2.5726122302071057	66.64833081180653	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	1	0	1	1.0	1.0	1.0	0.0	47.0	1970.0	0	0	1	0	0	0	-37.75121	144.91326	1	2.1400661634962708	96.24967532412772	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	1	1	1.0	1.0	1.0	0.0	45.0	1970.0	0	0	1	0	0	0	-37.758	144.9237	2	2.066862759472976	78.9430174239622	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	1	0	1	1.0	1.0	0.0	0.0	56.0	1966.0	0	0	0	1	0	1	-37.8294	145.0382	3	1.7227665977411035	106.33908030446756	0	1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	1	0	0	1	1	2.0	1.0	1.0	153.0	70.0	1970.0	0	1	0	0	0	1	-37.8332	144.8649	3	2.4932054526026954	71.63797875428926	0	1	1	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	1	0	1.0	1.0	1.0	0.0	45.0	1970.0	0	0	0	0	1	0	-37.89022	145.07333	3	2.4069451083182885	66.64833081180653	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	1	2.0	1.0	1.0	0.0	69.0	1960.0	0	0	0	0	0	1	-37.7903	144.891	4	2.0014800002101243	87.00574693662483	0	1	0	0	1	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	1	0	1.0	1.0	1.0	811.0	152.0	1960.0	0	0	0	0	1	0	-37.89614	145.01323	2	2.272125885509337	71.07038764492565	0	1	0	0	1	0	0	0	0	0	1	0	0
0	0	0	1	1	0	1	0	0	1.0	1.0	1.0	0.0	75.0	2013.0	0	0	0	1	1	0	-37.8084	144.9473	2	1.0647107369924282	47.22287581247038	0	1	0	0	1	0	0	1	0	0	0	0	0
